city_name,latitude,longitude,elevation_(m),temperature_(°c),land_cover,population_density_(people/km²),energy_consumption_(kwh),air_quality_index_(aqi),urban_greenness_ratio_(%),health_impact_(mortality_rate/100k),wind_speed_(km/h),humidity_(%),annual_rainfall_(mm),gdp_per_capita_(usd),weather_temp_mean,weather_rain_mean,weather_wind_mean,micro_temp_mean,micro_humidity_mean,micro_ndvi_mean,micro_solar_mean,env_health_impact_mean,env_greenness_mean,env_air_quality_mean,disease_rate_mean
City_1,-22.58277860747475,71.33821704710826,833.0981797737884,22.97704462840545,Water,2544,7160.489180619084,158,50.45118201458382,14.471976080974397,15.542324941210342,63.66867875569602,1799.1120135139236,7228.414052484175,30.90090341655716,3.0927507665352607,15.523795444590451,12.514738425925925,60.30393402777778,0.5027037037037038,547.5015138888889,0,0,0,9.870447192024542
City_2,81.12857515378491,12.994691883883348,2438.554263202612,21.97954694074328,Green Space,7868,37117.73097117051,84,17.34609617918854,23.38406062424385,6.419840360949407,47.680934765453785,2235.99918379018,21949.550912625888,30.90090341655716,3.0927507665352607,15.523795444590451,12.514738425925925,60.30393402777778,0.5027037037037038,547.5015138888889,0,0,0,9.870447192024542
City_3,41.75890952605292,-68.57005813692201,3928.256261443837,10.641051645160893,Green Space,4016,48754.99875543115,32,27.13225732612608,30.969498468325096,8.49853210477732,66.66742607570052,2156.371738646906,8882.154380769796,30.90090341655716,3.0927507665352607,15.523795444590451,12.514738425925925,60.30393402777778,0.5027037037037038,547.5015138888889,0,0,0,9.870447192024542
City_4,17.758527155466595,112.9662070945015,3295.0119888430254,18.53119569065391,Green Space,9750,3557.73282320361,195,53.23294609290701,20.55952379347456,12.00938508518982,64.93518263839628,1752.1094179616025,35317.04655446191,30.90090341655716,3.0927507665352607,15.523795444590451,12.514738425925925,60.30393402777778,0.5027037037037038,547.5015138888889,0,0,0,9.870447192024542
City_5,-61.91664472036143,66.50322211939653,3629.525165376524,19.504890469646423,Water,9668,34427.50015070391,150,17.746265557172133,21.3743227045134,24.3559837203114,64.09876681829066,650.5574333033472,38184.53858647953,30.90090341655716,3.0927507665352607,15.523795444590451,12.514738425925925,60.30393402777778,0.5027037037037038,547.5015138888889,0,0,0,9.870447192024542
City_6,-61.92098633948352,-121.45790183583912,2964.525150198228,19.97056952242251,Industrial,5077,23939.55292375049,158,14.136841780909496,16.51423337510422,0.4158640773858035,59.59143471952963,724.7940543520259,6184.0294933671485,30.90090341655716,3.0927507665352607,15.523795444590451,12.514738425925925,60.30393402777778,0.5027037037037038,547.5015138888889,0,0,0,9.870447192024542
City_7,-79.5449498097241,147.93378641778327,3115.244540330336,24.504309230683305,Water,1227,29379.587513361384,131,34.22689975400054,28.2115908342268,19.48136460709868,61.14626415957103,598.6179742196493,25800.85278203757,30.90090341655716,3.0927507665352607,15.523795444590451,12.514738425925925,60.30393402777778,0.5027037037037038,547.5015138888889,0,0,0,9.870447192024542
City_8,65.91170623948832,116.11340745234082,3821.3804320439367,23.34006366817196,Industrial,7968,5181.725487731917,67,25.12097556392682,42.5287264007558,20.06629593122056,53.377701084724166,1014.9584329849386,40916.62774526994,30.90090341655716,3.0927507665352607,15.523795444590451,12.514738425925925,60.30393402777778,0.5027037037037038,547.5015138888889,0,0,0,9.870447192024542
City_9,18.20070211377758,161.92796878509267,1123.5060398663368,25.19762731983612,Water,842,3107.3406414800347,114,38.1704182241927,10.076418900315645,23.959673410699097,60.77250770569213,771.3229343207555,46871.98903599883,30.90090341655716,3.0927507665352607,15.523795444590451,12.514738425925925,60.30393402777778,0.5027037037037038,547.5015138888889,0,0,0,9.870447192024542
City_10,37.45306400328819,81.2590230198096,2202.412336394132,29.122081538553207,Water,1947,33676.46636699516,186,50.19024452417376,46.72165193767207,27.9825881718094,47.90223622713913,1020.0960805048678,26162.37547034673,30.90090341655716,3.0927507665352607,15.523795444590451,12.514738425925925,60.30393402777778,0.5027037037037038,547.5015138888889,0,0,0,9.870447192024542
